Compacidad,Tolerancia,Disimilitud,Balance,init_cross
275.0,65.0,0.4013862024500322,0.0030077496226514,random_dense+UX
194.0,50.0,0.4211358485047891,0.0033287014285909,random_dense+UX
357.0,87.0,0.3761745833085007,0.0026432926368151,random_dense+UX
303.0,76.0,0.3693941202630901,0.0024161023468713,random_dense+UX
249.0,64.0,0.3741918026716796,0.0024556047434834,random_dense+UX
245.0,54.0,0.3637176147054566,0.0021184900506828,random_dense+UX
281.0,75.0,0.4193609449534338,0.003921579526015,random_dense+UX
213.0,46.0,0.3726692305131023,0.0022883154198535,random_dense+UX
192.0,45.0,0.3834035165484633,0.0024876629907367,random_dense+UX
245.0,66.0,0.4083188594586771,0.0032862394926405,random_dense+UX
174.0,43.0,0.3873145430830684,0.0027841675846418,random_dense+UX
292.0,75.0,0.3905566890119498,0.0028835134564828,random_dense+UX
248.0,67.0,0.4248062514298787,0.003941871215855,random_dense+UX
209.0,55.0,0.3892098476364993,0.0027995287355186,random_dense+UX
268.0,69.0,0.4160811633322748,0.0034816674202139,random_dense+UX
171.0,46.0,0.4136286342333375,0.0034564211829373,random_dense+UX
309.0,72.0,0.3548996993275035,0.0021131869268701,random_dense+UX
249.0,65.0,0.3887393545814464,0.0028850069856583,random_dense+UX
161.0,41.0,0.4222391084093212,0.0035243327626545,random_dense+UX
207.0,56.0,0.4253563230205228,0.0037691387954635,random_dense+UX
169.0,40.0,0.4353623735784128,0.0040321016055473,random_dense+UX
345.0,85.0,0.3675660396751978,0.0024913965621175,random_dense+UX
337.0,76.0,0.3563935012732285,0.0021201818198906,random_dense+UX
189.0,47.0,0.4360248039326053,0.0038969913514666,random_dense+UX
330.0,77.0,0.3782344723834085,0.0025771120247658,random_dense+UX
166.0,43.0,0.4240365718191916,0.0037603750298015,random_dense+UX
337.0,86.0,0.4032714607403665,0.0034889377483582,random_dense+UX
230.0,63.0,0.4356537156953438,0.0041608467712758,random_dense+UX
236.0,58.0,0.4035453479985575,0.0029454761851175,random_dense+UX
190.0,46.0,0.4062569988801792,0.0029258948560764,random_dense+UX
252.0,62.0,0.3600451705504897,0.0021168545512204,random_dense+UX
172.0,40.0,0.3882308675573149,0.0026962609183222,random_dense+UX
222.0,59.0,0.433330937320299,0.0038476896908562,random_dense+UX
216.0,53.0,0.3684865051221433,0.0023779794436264,random_dense+UX
287.0,76.0,0.4058831887710974,0.0034052981331597,random_dense+UX
166.0,36.0,0.4029148508929334,0.0029173920221876,random_dense+UX
206.0,54.0,0.4119629208841148,0.0034434049568433,random_dense+UX
197.0,54.0,0.4378352593872628,0.0043089616974768,random_dense+UX
310.0,77.0,0.3967084191260581,0.0030140047954292,random_dense+UX
350.0,87.0,0.3845845997973657,0.0029475152411953,random_dense+UX
234.0,56.0,0.3857102806570892,0.0025089539162566,random_dense+UX
284.0,64.0,0.3829818449705324,0.002523189280134,random_dense+UX
290.0,66.0,0.3617816091954023,0.0021033741352605,random_dense+UX
233.0,59.0,0.4167922259763187,0.0034964356969956,random_dense+UX
