Compacidad,Tolerancia,Hamming,Balance
53.0,11.0,26.578014184397162,27.896396056536418
20.0,0.0,10.185283687943262,7.989606125194954
44.0,10.0,22.28900709219858,20.76753873044599
25.0,2.0,12.63563829787234,6.2298292025049005
7.0,0.0,3.381205673758865,1.5816325889039693
20.0,4.0,10.14804964539007,4.86017350108137
38.0,9.0,19.03014184397163,12.137389341582386
41.0,7.0,20.2854609929078,13.776668049896907
29.0,6.0,14.661347517730496,7.60517265228109
33.0,5.0,16.656028368794328,9.715016850259008
37.0,8.0,18.77659574468085,14.6699486947338
43.0,9.0,21.766843971631207,17.04758862104521
16.0,2.0,7.781028368794326,3.4830797935214943
27.0,1.0,13.734929078014185,9.634524640360159
36.0,4.0,18.291666666666668,15.03106530732868
10.0,0.0,5.086879432624113,2.1981257230521605
51.0,9.0,25.76418439716312,26.302547029827476
40.0,6.0,20.31294326241135,19.755789918766663
31.0,4.0,15.76595744680851,12.434585785423284
50.0,11.0,25.05673758865248,23.19181630702683
43.0,8.0,21.82712765957447,22.4160371397314
34.0,7.0,17.259751773049647,11.553982917106811
25.0,4.0,12.700354609929079,7.122978597656021
