Compacidad,Tolerancia,Hamming,Balance
382.0,94.0,156.98758865248226,509.84027149036956
296.0,68.0,118.47251773049645,267.3609468525221
391.0,93.0,160.03014184397162,546.8076021075398
304.0,74.0,124.71985815602837,289.4179744479653
316.0,78.0,129.92730496453902,317.57627571550756
370.0,91.0,152.00265957446808,466.81116313943033
345.0,84.0,142.52659574468086,386.6411366379955
329.0,76.0,135.38563829787233,343.14294976988083
348.0,81.0,143.76418439716312,387.2138945475579
344.0,84.0,141.98581560283688,383.72320305819653
358.0,86.0,148.29432624113474,430.1580529148432
349.0,85.0,144.6631205673759,403.2907675670237
350.0,82.0,145.00177304964538,401.5567344449481
358.0,87.0,147.56737588652481,419.3341129721844
353.0,87.0,145.5195035460993,407.1272791861577
347.0,86.0,143.4636524822695,393.0837852409333
345.0,84.0,143.15602836879432,394.56430763040055
339.0,79.0,140.42021276595744,375.0645559830991
353.0,86.0,145.5868794326241,403.51727465922244
361.0,88.0,149.5921985815603,446.6493008399983
345.0,83.0,141.42464539007094,372.8170167182221
347.0,81.0,143.1037234042553,383.461759185906
354.0,84.0,147.16755319148936,423.6643018145464
343.0,84.0,141.16046099290782,372.70918134776866
346.0,86.0,142.89716312056737,389.1099919521158
355.0,87.0,146.38741134751774,412.6539904619992
351.0,83.0,145.34485815602838,405.0805409373266
351.0,83.0,144.65248226950354,394.01043710074833
340.0,83.0,139.83510638297872,360.41961860570444
335.0,82.0,138.1631205673759,365.1400583471656
355.0,86.0,146.56205673758865,414.37912768472415
342.0,83.0,142.05762411347519,392.6730979012624
348.0,87.0,144.29078014184398,406.44381570343495
348.0,84.0,143.91843971631207,393.1741989839548
354.0,85.0,147.3741134751773,426.2536561289677
371.0,89.0,152.77393617021278,476.8894979817417
346.0,84.0,143.3209219858156,391.0211225541973
347.0,81.0,143.27925531914894,384.139215048287
364.0,89.0,149.65070921985816,447.9879250289223
356.0,84.0,146.80762411347519,412.14472910693536
340.0,83.0,139.54166666666666,357.3032284278947
324.0,81.0,133.56028368794327,338.81019566420207
364.0,87.0,148.70833333333334,424.4796468676097
359.0,85.0,148.15159574468086,428.65343716991157
356.0,87.0,147.87234042553192,431.3950505507764
349.0,83.0,143.8537234042553,390.20112088803427
324.0,76.0,133.38829787234042,329.44851554247725
361.0,90.0,149.36258865248226,446.5396287598716
361.0,86.0,149.7331560283688,443.69741131608123
344.0,81.0,141.99024822695034,377.67277724334826
351.0,86.0,144.27393617021278,393.0481859250034
347.0,85.0,143.6578014184397,395.31552424425456
356.0,89.0,147.020390070922,421.145860840753
339.0,83.0,140.09308510638297,366.795413177154
346.0,84.0,143.64982269503545,402.33393613877246
334.0,77.0,137.3040780141844,349.49352946909096
345.0,82.0,142.9255319148936,384.8526105326695
361.0,85.0,147.87765957446808,418.63396899049275
353.0,84.0,146.6950354609929,418.5594788994522
343.0,83.0,141.55939716312056,378.08867055857297
360.0,88.0,148.99202127659575,440.48309236834183
350.0,86.0,144.23847517730496,397.4777040578943
352.0,87.0,144.98581560283688,401.1735576681252
344.0,83.0,142.59751773049646,385.75290163975683
364.0,86.0,149.36170212765958,435.4542779538251
343.0,83.0,141.97783687943263,379.1865655336753
355.0,86.0,147.10638297872342,424.0205975554551
344.0,82.0,141.4078014184397,374.4755419747496
348.0,87.0,143.83421985815602,401.6666658807405
345.0,79.0,142.20921985815602,380.4916880438611
358.0,86.0,148.47517730496455,433.7812987274275
335.0,83.0,138.99024822695034,367.5362524206532
336.0,81.0,138.8758865248227,355.8675745686833
360.0,86.0,148.47429078014184,429.46210499346074
348.0,83.0,143.31560283687944,385.26564307630497
350.0,85.0,144.77836879432624,402.6778299632815
346.0,83.0,142.62322695035462,378.9972264662241
341.0,81.0,141.0904255319149,370.0024615210503
341.0,82.0,140.3962765957447,370.4307308171116
356.0,87.0,147.2136524822695,421.6502746026358
351.0,84.0,145.17730496453902,405.9721090488407
362.0,87.0,149.58599290780143,443.0192009644889
323.0,80.0,133.3554964539007,334.0482676613354
346.0,85.0,143.94060283687944,402.8892024734679
349.0,85.0,144.0336879432624,390.935035335245
336.0,84.0,140.13475177304966,385.2619838036317
363.0,87.0,149.64716312056737,436.67692457622877
354.0,87.0,146.41578014184398,415.5390063062726
356.0,87.0,147.47340425531914,422.662413233741
347.0,85.0,143.52570921985816,392.1500482558728
351.0,83.0,145.36613475177305,405.2356261946083
358.0,84.0,148.16489361702128,426.2494058397462
351.0,87.0,144.95035460992906,402.23157788843565
350.0,84.0,143.74113475177305,387.68830793219655
354.0,83.0,145.52216312056737,397.2672392925405
349.0,83.0,143.37234042553192,384.95356118907483
338.0,81.0,138.94148936170214,358.49657650520624
